property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
57869,-37.82954407,145.1663208,24 Gerald Street,BLACKBURN,10065000.0,house,2009,4,1,1,SC_002,1219,19899,1248,37,1,hospital_060,977,S_066,718
70261,-37.873389,145.098813,68 Power Avenue,ASHWOOD,8305000.0,house,2014,3,1,0,SC_042,778,19839,725,26,0,hospital_098,1608,S_112,892
66844,-37.753462,145.338512,1/5 Baker Street,LILYDALE,9800000.0,house,2016,3,1,2,SC_084,2225,19876,841,60,1,hospital_151,1591,S_233,1130
53024,-37.820098,144.997076,31 Waltham Street,RICHMOND,4620000.0,house,2016,4,3,2,SC_068,2285,19907,702,6,0,hospital_171,401,S_076,1176
14059,-37.757764,144.925795,20A Buckley Street,ESSENDON,13702000.0,house,2010,2,1,1,SC_011,2869,20037,867,21,0,hospital_128,1304,S_025,1178
43480,-37.712107,145.088175,14 Longmuir Road,WATSONIA,6500000.0,house,2010,2,1,3,SC_017,5158,19984,406,34,0,hospital_075,1741,S_020,1333
21543,-37.765193,144.956265,76 Henkel Street,BRUNSWICK,7952000.0,house,2013,2,1,0,SC_030,3690,19968,406,21,1,hospital_011,1193,S_074,610
25561,-37.575155,144.938175,16 Earlston Place,CRAIGIEBURN,3450000.0,house,2011,3,2,1,SC_005,1565,40221,3002,46,0,hospital_104,8554,S_178,2130
83601,-37.850741,144.992463,18a Macquarie Street,PRAHRAN,14300000.0,house,2016,3,2,3,SC_066,396,19958,266,9,0,hospital_097,569,S_115,1165
80550,-37.993227,145.183388,9 Bracknell Street,KEYSBOROUGH,8400000.0,house,2016,3,1,3,SC_057,884,19889,1816,51,0,hospital_096,1087,S_079,959
13828,-37.763179,144.892242,138A The Boulevard,ABERFELDIE,3050000.0,house,2015,3,2,1,SC_085,1171,20037,2254,21,0,hospital_068,1750,S_049,1146
43260,-37.720057,145.096755,6A Wendover Place,YALLAMBIE,3600000.0,house,2010,3,2,1,SC_017,4688,19984,1526,34,0,hospital_075,1845,S_020,1735
9045,-37.877536,144.754197,33 Shane Avenue,SEABROOK,5896000.0,house,2016,4,2,2,SC_092,2824,46468,1040,33,0,hospital_073,6542,S_007,1499
83210,-37.88078,145.255221,47 Peppermint Grove,KNOXFIELD,11776000.0,house,2014,4,2,2,SC_049,4898,19869,3419,53,1,hospital_002,3039,S_027,2842
28520,-37.7971611,144.9928436,153 Hotham Street,COLLINGWOOD,6750000.0,house,2007,3,2,0,SC_008,2602,19975,263,11,1,hospital_170,1634,S_060,971
11656,-37.712043,144.820726,1 Oxley Place,KEILOR,8346000.0,house,2015,4,2,2,SC_107,2065,20001,3054,36,0,hospital_057,5421,S_222,2340
89798,-37.9728374,145.0717626,1/48 Elliott Street,CHELTENHAM,4456000.0,house,2011,3,1,0,SC_003,1530,19865,1160,39,0,hospital_133,1047,S_011,1270
14733,-37.747012,144.906922,7 Collins Street,ESSENDON,6798000.0,house,2012,3,1,0,SC_082,1455,20036,1234,24,0,hospital_184,549,S_197,417
32101,-37.738662,145.012668,180 Murray Road,PRESTON,4800000.0,house,2015,3,1,2,SC_103,949,20012,1069,27,1,hospital_139,2677,S_084,882
86140,-37.905659,144.995011,14 Parliament Street,BRIGHTON,14630000.0,house,2015,3,2,2,SC_015,4303,19952,672,20,0,hospital_198,716,S_150,863
31122,-37.762,145.018917,315A Rathmines Street,THORNBURY,15525000.0,house,2013,2,2,2,SC_001,2118,19930,1920,18,0,hospital_035,980,S_105,1814
85191,-37.894103,145.007749,1/37 College Street,ELSTERNWICK,13125000.0,house,2014,3,2,2,SC_023,3673,19953,427,19,0,hospital_013,538,S_193,806
83657,-37.85914612,145.0071411,2/2 Irving Avenue,PRAHRAN,6320000.0,house,2008,2,1,1,SC_066,1778,19946,1106,23,0,hospital_132,580,S_115,1247
88155,-37.945915,145.050963,229 Wickham Road,MOORABBIN,4770000.0,house,2011,3,1,2,SC_079,939,19872,846,40,0,hospital_082,1699,S_069,939
36919,-37.630778,145.035988,16 Quartz Grove,EPPING,11050000.0,house,2015,4,2,2,SC_062,4946,20005,2460,43,1,hospital_053,2883,S_196,2428
90044,-37.954204,145.066796,147 Cavanagh Street,CHELTENHAM,6396000.0,house,2012,3,1,2,SC_079,2328,19866,1753,37,0,hospital_082,1120,S_023,1127
34605,-37.72914,144.995743,3 Monash Street,RESERVOIR,5904000.0,house,2012,4,1,2,SC_103,1285,20011,624,29,1,hospital_139,1304,S_030,1074
19920,-37.780247,144.941153,19 Parkville Avenue,PARKVILLE,16500000.0,house,2014,4,2,2,SC_011,2213,19971,893,16,1,hospital_102,323,S_086,1400
91637,-37.972813,145.052519,4/12 Llewellyn Street,BEAUMARIS,6975000.0,house,2010,2,1,1,SC_079,2821,19866,709,37,0,hospital_055,799,S_011,1306
73797,-37.872164,145.287863,51 Currawa Drive,BORONIA,7150000.0,house,2016,3,1,1,SC_049,3055,19868,1244,55,1,hospital_049,1157,S_146,1143
81694,-37.999975,145.251738,11/41 Doveton Avenue,EUMEMMERRING,2860000.0,house,2016,2,1,2,SC_077,654,19885,2533,59,0,hospital_119,3316,S_212,1331
50948,-37.779879,145.104031,1A Norweena Street,DONCASTER,17680000.0,house,2015,4,2,2,SC_009,1909,19896,4404,34,1,hospital_194,1224,S_046,1124
86788,-37.917026,144.995403,47 Burrows Street,BRIGHTON,10170000.0,house,2015,2,1,1,SC_046,4525,19951,225,22,0,hospital_156,676,S_009,196
86375,-37.923941,144.999405,22 Whyte Street,BRIGHTON,18300000.0,house,2014,2,1,1,SC_046,3832,19950,944,24,0,hospital_156,1520,S_009,1016
32259,-37.73108673,145.0150452,202 Tyler Street,PRESTON,8840000.0,house,2009,2,1,1,SC_103,1491,20011,1121,29,1,hospital_139,2122,S_085,1268
82474,-37.990146,145.245317,93 Ash Street,DOVETON,2408000.0,house,2013,3,1,0,SC_077,1695,19888,3123,54,0,hospital_119,2378,S_195,1768
57687,-37.822607,145.145615,16 The Avenue,BLACKBURN,7144000.0,house,2012,4,2,2,SC_037,2077,19897,477,35,1,hospital_060,1475,S_018,992
69355,-37.861155,145.112107,1 Hume Court,ASHWOOD,9000000.0,house,2011,3,1,2,SC_042,2554,19840,1386,28,0,hospital_089,1631,S_112,1716
64824,-37.791739,145.26104099999998,7 Strathfield Parade,CROYDON,8255000.0,house,2012,4,2,2,SC_022,2104,19878,1769,51,1,hospital_164,1847,S_157,803
92738,-38.01128769,145.0883026,15 Bowman Street,ASPENDALE,12090000.0,house,2008,4,2,3,SC_003,4471,19863,527,44,0,hospital_001,2671,S_119,387
26500,-37.5847287,144.9075425,31 Huntingfield Street,CRAIGIEBURN,4880000.0,house,2013,2,1,2,SC_016,1063,40221,3685,46,0,hospital_104,7431,S_178,2552
51789,-37.802621,145.1893,13A Langford Crescent,DONVALE,5500000.0,house,2011,3,1,2,SC_088,2047,19900,1729,40,1,hospital_070,896,S_202,2634
65609,-37.787165,145.31193000000002,10 Charles Street,MOOROOLBARK,8075000.0,house,2016,2,1,2,SC_022,2864,19877,272,54,1,hospital_113,4699,S_224,1673
4436,-37.834534000000005,144.875369,4/91 Blackshaws Road,NEWPORT,9310000.0,house,2014,2,1,2,SC_033,2663,19995,1025,19,0,hospital_141,3412,S_056,2545
64504,-37.795734,145.30074299999998,43 Jarvis Avenue,CROYDON,7590000.0,house,2014,2,1,2,SC_022,1598,19877,1596,54,1,hospital_164,4191,S_224,1106
87534,-37.94052887,145.02098080000002,235 Thomas Street,HAMPTON,9600000.0,house,2009,4,1,1,SC_046,1528,19937,1545,38,0,hospital_036,1530,S_214,553
51400,-37.78392029,145.1345062,41 Corella Court,DONCASTER,7272000.0,house,2009,5,2,2,SC_091,828,20042,4094,30,1,hospital_194,2066,S_188,986
71904,-37.843812,145.260302,1 Rowan Place,BAYSWATER,5568000.0,house,2016,2,1,2,SC_032,4429,19870,727,50,1,hospital_002,1471,S_139,587
72389,-37.84726,145.261994,40 Orange Grove,BAYSWATER,5320000.0,house,2016,3,2,1,SC_032,4823,19870,819,50,1,hospital_002,1063,S_139,643
64887,-37.792663,145.262925,8 Hinkley Avenue,CROYDON,4496000.0,house,2015,4,2,1,SC_022,1912,19878,1585,51,1,hospital_164,1800,S_157,856
18408,-37.685590999999995,144.93606499999999,20 Beulah Street,BROADMEADOWS,3450000.0,house,2013,3,1,1,SC_072,4065,20030,1477,37,0,hospital_104,4122,S_153,1520
41191,-37.694697,145.064753,8 Shelley Avenue,BUNDOORA,6336000.0,house,2011,3,2,1,SC_062,5126,19984,2468,34,0,hospital_041,393,S_155,979
46255,-37.717197999999996,145.135353,8 Gordon Grove,MONTMORENCY,8585000.0,house,2010,3,1,1,SC_051,5300,19987,1171,44,0,hospital_075,2924,S_194,2009
1036,-37.803626,144.889646,44 Alexander Street,SEDDON,6760000.0,house,2015,3,2,2,SC_043,2712,20024,203,18,0,hospital_056,1207,S_201,802
40488,-37.703845,145.054412,38 Boadle Road,BUNDOORA,6380000.0,house,2015,3,1,2,SC_047,4407,19984,2706,34,0,hospital_037,343,S_155,574
61106,-37.803709000000005,145.233358,1/9 Paxton Street,RINGWOOD,8008000.0,house,2016,3,1,1,SC_032,1083,19902,1410,43,1,hospital_105,1189,S_190,890
32245,-37.73400116,145.00254819999998,20 Olver Street,PRESTON,8960000.0,house,2009,4,2,2,SC_103,624,20012,550,27,1,hospital_139,1872,S_085,349
74785,-37.9020195,145.06178280000003,20 Coling Avenue,CARNEGIE,7938000.0,house,2007,2,1,0,SC_041,1942,19919,1405,30,0,hospital_159,2288,S_015,1664
65676,-37.780525,145.314579,11 Marlow Street,MOOROOLBARK,5736000.0,house,2013,5,2,0,SC_084,2491,19877,508,54,1,hospital_113,4096,S_168,2416
38537,-37.76211548,145.03344730000003,107 Bond Street,IVANHOE,6060000.0,house,2009,2,1,2,SC_001,978,19933,1296,23,0,hospital_039,273,S_219,998
5477,-37.791546999999994,144.848245,12 Kent Street,BRAYBROOK,5213000.0,house,2014,2,1,2,SC_043,1190,20021,1393,26,0,hospital_174,2072,S_149,1190
95561,-37.91301346,145.0416565,33 Field Street,MCKINNON,7605000.0,house,2009,3,1,2,SC_046,2963,19940,421,36,0,hospital_110,2271,S_107,726
77483,-37.931307000000004,145.177529,13 Rupert Drive,MULGRAVE,5915000.0,house,2012,4,1,0,SC_073,2884,19913,2928,44,0,hospital_161,3229,S_067,1095
37448,-37.650007,145.054164,44 Kalman Road,EPPING,4900000.0,house,2011,3,1,1,SC_062,2768,45795,1138,46,1,hospital_053,3325,S_096,1769
63626,-37.798376,145.277305,16 Lemnos Street,CROYDON,6080000.0,house,2015,3,1,0,SC_022,514,19878,437,51,1,hospital_164,2177,S_182,340
28962,-37.807939000000005,144.993528,29 Bloomburg Street,ABBOTSFORD,13200000.0,house,2016,2,1,0,SC_068,2033,19977,288,8,1,hospital_052,823,S_076,258
72158,-37.839966,145.26294,2/11 Church Street,BAYSWATER,7760000.0,house,2015,3,1,2,SC_032,4264,19870,497,50,1,hospital_002,1786,S_139,482
86060,-37.924279999999996,144.998555,12 Lynch Street,BRIGHTON,24140000.0,house,2012,4,2,2,SC_046,3883,19950,861,24,0,hospital_156,1522,S_009,1031
48381,-37.80117416,145.0220795,38 Yarravale Road,KEW,21150000.0,house,2008,3,2,2,SC_083,2454,19905,2300,19,0,hospital_032,758,S_039,930
38874,-37.75821,145.052884,393 Upper Heidelberg Road,IVANHOE,17780000.0,house,2014,4,2,2,SC_017,1403,19934,606,25,0,hospital_046,596,S_100,1372
68366,-37.85421753,145.01512150000002,20 New Street,ARMADALE,11680000.0,house,2008,2,1,0,SC_038,1635,19946,398,23,0,hospital_132,548,S_115,1106
75615,-37.90844,145.078784,1063 North Road,HUGHESDALE,4888000.0,house,2011,5,2,2,SC_087,2242,19917,1227,34,0,hospital_159,1848,S_010,1580
66205,-37.772702,145.319604,3 Turella Court,MOOROOLBARK,4800000.0,house,2015,3,2,3,SC_084,1695,19877,1483,54,1,hospital_113,3318,S_168,1522
22445,-37.746834,144.961741,27 Loch Street,COBURG,8775000.0,house,2012,2,1,1,SC_030,1904,19965,519,28,1,hospital_084,860,S_173,615
32963,-37.736626,145.007693,56 Pender Street,PRESTON,6160000.0,house,2011,3,1,1,SC_103,603,20012,671,27,1,hospital_139,2285,S_084,431
43078,-37.729039,145.103092,3 Wirrabara Court,YALLAMBIE,8736000.0,house,2009,3,2,1,SC_009,4192,19986,2230,40,0,hospital_075,2673,S_020,2723
73334,-37.845975,145.298011,24 Pope Avenue,BORONIA,7840000.0,house,2015,3,1,1,SC_022,5382,19869,2008,53,1,hospital_049,2288,S_146,2073
30202,-37.76848602,144.9857025,51 Zoe Circuit,NORTHCOTE,7657000.0,house,2008,3,2,2,SC_103,3521,20016,856,20,1,hospital_144,1812,S_138,2232
14810,-37.75288773,144.8884125,8 Ruby Street,ESSENDON WEST,9515000.0,house,2008,4,2,2,SC_052,2226,20037,2470,21,0,hospital_184,1882,S_197,2152
83462,-37.851985,144.98428700000002,122 Punt Road,WINDSOR,5730000.0,house,2013,3,2,2,SC_066,969,19958,562,9,0,hospital_155,726,S_115,1896
89574,-37.952482,145.004904,5 Sims Street,SANDRINGHAM,19550000.0,house,2011,5,2,0,SC_079,3197,19948,241,29,0,hospital_036,1124,S_214,1704
59596,-37.814436,145.210346,2/34 Warnes Road,MITCHAM,7888000.0,house,2012,2,2,1,SC_032,1635,19901,541,41,1,hospital_010,1496,S_040,1642
81436,-37.970656,145.21238,61/12 Halifax St,DANDENONG,4745000.0,house,2016,2,1,1,SC_112,1844,19889,2010,51,0,hospital_048,106,S_183,1363
82231,-37.99570847,145.2324677,48 Box Street,DOVETON,11700000.0,house,2008,3,1,2,SC_117,1698,19888,2095,54,0,hospital_119,1670,S_184,1693
20575,-37.767699,144.970057,151 Victoria Street,BRUNSWICK,10816000.0,house,2012,3,1,2,SC_103,4204,19968,921,21,1,hospital_144,1258,S_074,915
58109,-37.827226,145.15811399999998,40 Jeffery Street,BLACKBURN,11340000.0,house,2012,3,1,1,SC_002,1464,19898,1068,35,1,hospital_060,663,S_018,1058
69354,-37.866509,145.09011,1 Hudson Court,ASHBURTON,14850000.0,house,2015,3,1,2,SC_042,1212,19839,880,26,0,hospital_098,535,S_112,321
70894,-37.88874435,145.1040039,8 Hillcrest Avenue,CHADSTONE,4680000.0,house,2009,4,2,1,SC_042,1678,19840,1829,28,0,hospital_166,1183,S_026,1729
22050,-37.739031,144.95768600000002,16 Clifton Grove,COBURG,4900000.0,house,2012,2,1,1,SC_030,993,19965,619,28,1,hospital_084,1678,S_172,726
33537,-37.725294,144.99605400000002,10 Pershing Street,RESERVOIR,10660000.0,house,2015,2,1,2,SC_103,1673,20011,685,29,1,hospital_139,878,S_030,1200
93361,-37.99861,145.08873,43 White Street,PARKDALE,11509000.0,house,2012,4,2,2,SC_003,3059,19863,892,44,0,hospital_001,1654,S_119,1067
15709,-37.738839,144.885233,35 Hamilton Street,NIDDRIE,11050000.0,house,2010,2,1,1,SC_082,1870,20036,3278,24,0,hospital_184,1789,S_198,1581
46949,-37.712697,145.14425400000002,28 Diamond Street,ELTHAM,15712000.0,house,2012,5,2,3,SC_051,4553,19987,328,44,0,hospital_075,3484,S_194,1237
57953,-37.814817,145.142504,2B Service Road,BLACKBURN,9860000.0,house,2011,3,1,2,SC_037,1827,19897,682,35,1,hospital_154,2004,S_018,1896
10331,-37.789572,144.931207,27 Pridham Street,KENSINGTON,5800000.0,house,2012,3,1,1,SC_011,1548,20040,318,15,0,hospital_114,566,S_086,396
19055,-37.677869,144.911713,6 Heywood Crescent,BROADMEADOWS,6525000.0,house,2016,3,1,3,SC_059,2624,20030,904,37,0,hospital_104,3120,S_153,876
16483,-37.705902,144.950173,13 North Street,HADFIELD,3080000.0,house,2015,3,1,2,SC_030,2950,19961,962,35,1,hospital_139,4412,S_004,1015
492,-37.79614,144.884729,19 Essex Street,FOOTSCRAY,7310000.0,house,2016,1,1,1,SC_043,2061,20023,633,20,0,hospital_056,359,S_201,1276
17449,-37.699775,144.940334,56 Everard Street,GLENROY,3780000.0,house,2011,2,1,2,SC_030,3733,19961,1636,35,1,hospital_139,5456,S_004,819
93175,-38.00036,145.091033,3 Warren Road,MORDIALLOC,4104000.0,house,2013,3,1,1,SC_003,3258,19863,753,44,0,hospital_001,1930,S_119,938
1128,-37.80613327,144.89102169999998,5 Vigo Street,SEDDON,9600000.0,house,2008,3,1,2,SC_043,2944,20024,406,18,0,hospital_056,1508,S_201,859
37107,-37.643689,145.04757800000002,23 Merrill Drive,EPPING,6545000.0,house,2010,4,2,2,SC_062,3459,20005,1818,43,1,hospital_053,2877,S_083,2448
13872,-37.758564,144.912384,15 Levien Street,ESSENDON,5720000.0,house,2009,5,3,2,SC_085,2618,20037,440,21,0,hospital_128,930,S_025,1295
13082,-37.710287,144.78052,4 Felicia Way,SYDENHAM,4213000.0,house,2013,3,2,2,SC_107,3031,20000,1162,39,0,hospital_057,6339,S_094,965
20591,-37.76097,144.965979,157 Albion Street,BRUNSWICK,6160000.0,house,2016,2,1,0,SC_030,3472,19967,467,23,1,hospital_144,716,S_074,1115
93420,-38.020203,145.09857399999999,4a Retreat Avenue,ASPENDALE,12064000.0,house,2014,3,2,1,SC_003,5526,19862,842,46,0,hospital_001,3992,S_119,1707
76369,-37.90965,145.08958,68 Abbeygate Street,OAKLEIGH,8480000.0,house,2013,3,1,1,SC_087,2466,19917,1039,34,0,hospital_166,1847,S_010,1492
69595,-37.872026899999994,145.0715636,15a Solway Street,ASHBURTON,7200000.0,house,2010,4,2,2,SC_041,1814,19838,578,23,0,hospital_108,1094,S_048,1831
97034,-37.999268,145.279052,77 Nettle Drive,HALLAM,3330000.0,house,2013,3,2,2,SC_077,2776,19885,2211,59,0,hospital_069,4119,S_212,1323
11792,-37.716146,144.824145,25 Barwon Avenue,KEILOR,8850000.0,house,2011,4,2,2,SC_107,1928,20001,3050,36,0,hospital_005,5008,S_222,2239
53364,-37.813761,145.002755,47 Buckingham Street,RICHMOND,22080000.0,house,2010,3,2,2,SC_068,2704,19977,976,8,1,hospital_134,339,S_076,783
31701,-37.732358000000005,145.016316,105 Rene Street,PRESTON,4770000.0,house,2011,2,1,1,SC_047,1412,20011,1271,29,1,hospital_139,2301,S_084,1300
29553,-37.764691,145.000682,17 Hayes Street,NORTHCOTE,11928000.0,house,2010,3,1,0,SC_103,2797,20015,326,21,1,hospital_035,661,S_105,1538
18596,-37.671937,144.943059,29 Mortlake Avenue,DALLAS,4900000.0,house,2015,3,1,1,SC_072,2989,19960,728,39,1,hospital_104,3094,S_153,2007
52479,-37.810321,144.991645,17 Hoddle Street,RICHMOND,13800000.0,house,2016,3,1,2,SC_068,1791,19977,76,8,1,hospital_052,524,S_076,355
27232,-37.60834885,144.9321747,52 Northleigh Avenue,CRAIGIEBURN,1952000.0,house,2007,3,2,2,SC_110,1320,40221,1223,46,0,hospital_104,4827,S_005,1310
57864,-37.814884,145.14213700000002,23 Patricia Road,BLACKBURN,8510000.0,house,2014,2,1,1,SC_037,1794,19897,668,35,1,hospital_154,1972,S_147,1879
30531,-37.765886,144.99328799999998,98 Beavers Road,NORTHCOTE,10373000.0,house,2011,4,2,2,SC_103,3026,20015,387,21,1,hospital_035,1323,S_105,1884
62562,-37.829407,145.254004,14 Pleasant Drive,HEATHMONT,5502000.0,house,2013,5,2,1,SC_032,2888,19871,840,46,1,hospital_105,2249,S_139,1888
75432,-37.90082,145.051358,72 Leila Road,CARNEGIE,16680000.0,house,2016,4,3,3,SC_041,1900,19941,1065,36,0,hospital_159,2742,S_015,1528
61685,-37.771259,145.24941299999998,29 Brysons Road,WARRANWOOD,9801000.0,house,2015,4,3,2,SC_022,4286,19878,3843,51,1,hospital_164,4099,S_157,2931
74474,-37.904891,145.057904,10 Hunter Street,CARNEGIE,5400000.0,house,2012,3,1,2,SC_041,2243,19941,1617,36,0,hospital_159,2080,S_015,1920
48139,-37.8074479,145.0315424,23 Queen Street,KEW,34880000.0,house,2012,4,2,3,SC_083,1492,19904,1619,20,0,hospital_086,1326,S_039,196
11574,-37.781107,144.93672,69 Mooltan Street,TRAVANCORE,11690000.0,house,2014,2,1,1,SC_011,1816,19971,816,16,1,hospital_102,720,S_086,1030
25186,-37.60207748,144.92849730000003,12 Axminster Drive,CRAIGIEBURN,4875000.0,house,2009,3,2,2,SC_110,1092,40221,1308,46,0,hospital_104,5459,S_005,1003
1284,-37.795407,144.892195,62 Commercial Road,FOOTSCRAY,9600000.0,house,2013,3,1,1,SC_085,2458,20024,793,18,0,hospital_003,445,S_201,784
85422,-37.8809159,144.99721609999997,233 Hotham Street,RIPPONLEA,12320000.0,house,2012,4,2,2,SC_015,1989,19954,536,17,0,hospital_116,1183,S_133,956
77863,-37.937008,145.206279,3 Alma Close,MULGRAVE,5440000.0,house,2013,4,2,2,SC_073,3860,19890,4237,49,0,hospital_161,626,S_067,1566
75241,-37.896797,145.056735,5 Moonya Road,CARNEGIE,19200000.0,house,2016,5,3,3,SC_041,1351,19920,1186,28,0,hospital_159,2963,S_015,1015
62,-37.84350204,144.97598269999997,5/32 Queens Road,MELBOURNE,11460000.0,house,2009,2,1,1,SC_066,1603,19958,1392,9,0,hospital_155,1058,S_016,2157
59617,-37.82176,145.210816,20 Patrick Court,MITCHAM,21250000.0,house,2016,4,2,3,SC_032,1874,19901,363,41,1,hospital_010,1935,S_040,1918
95495,-37.915226000000004,145.034369,30 Oak Street,BENTLEIGH,14640000.0,house,2011,4,2,3,SC_046,2724,19939,336,38,0,hospital_110,1996,S_107,831
52421,-37.81713486,144.9945831,156 Lennox Street,RICHMOND,12675000.0,house,2008,3,1,2,SC_068,2003,19978,369,7,1,hospital_172,51,S_076,843
96178,-37.911326,145.031044,70 Wright Street,MCKINNON,20540000.0,house,2014,5,3,2,SC_046,3201,19940,647,36,0,hospital_126,1573,S_107,1333
73128,-37.86524582,145.29818730000002,199 Forest Road,BORONIA,2952000.0,house,2008,3,2,2,SC_049,3364,19869,1325,53,1,hospital_049,1392,S_146,1130
88095,-37.940400200000006,145.05004219999998,14 Rosebud Avenue,MOORABBIN,4440000.0,house,2012,2,1,2,SC_046,1032,19872,1146,40,0,hospital_110,1422,S_069,1251
76927,-37.917113,145.117881,59 Margaret Street,CLAYTON,10176000.0,house,2010,2,1,1,SC_087,4513,19915,874,39,0,hospital_077,347,S_169,985
67330,-37.770876,145.349001,3 Sharnalee Court,LILYDALE,6380000.0,house,2014,4,2,2,SC_084,3396,19876,1713,60,1,hospital_113,1114,S_081,1218
70873,-37.887313,145.092149,72 Drummond Street,CHADSTONE,10000000.0,house,2015,3,1,2,SC_087,936,19839,1443,26,0,hospital_166,1801,S_026,678
36928,-37.631056,145.03574,17 Granite Outlook,EPPING,6010000.0,house,2016,4,2,2,SC_062,4951,20005,2426,43,1,hospital_053,2845,S_196,2397
52418,-37.831127,144.992192,155 Cubitt Street,CREMORNE,8415000.0,house,2015,2,1,0,SC_024,1584,19907,679,6,0,hospital_196,839,S_102,1745
6475,-37.785953000000006,144.81778500000001,23 McIntosh Street,SUNSHINE,5740000.0,house,2014,3,1,2,SC_102,1446,20004,1106,28,0,hospital_174,1590,S_080,1430
71318,-37.846298,145.243667,23 Glenbarry Road,WANTIRNA,7680000.0,house,2014,5,3,2,SC_032,3956,19871,2002,46,1,hospital_179,1461,S_139,2075
6114,-37.786499,144.844101,120 Devonshire Road,SUNSHINE,8125000.0,house,2013,4,1,0,SC_102,1036,20021,1013,26,0,hospital_174,1414,S_080,1109
70770,-37.883414,145.09699799999999,4 Evans Street,CHADSTONE,7104000.0,house,2012,3,1,2,SC_042,830,19839,1147,26,0,hospital_166,1932,S_026,1178
37148,-37.632038,145.036613,25 Two Creek Drive,EPPING,8330000.0,house,2010,4,2,2,SC_062,4832,20005,2336,43,1,hospital_053,2806,S_196,2438
81905,-38.001298,145.247315,2 Jonathan Court,EUMEMMERRING,9360000.0,house,2012,3,1,0,SC_077,442,19885,2689,59,0,hospital_119,3070,S_212,1654
54026,-37.82204437,145.02363590000002,11 Evansdale Road,HAWTHORN,6500000.0,house,2008,3,1,0,SC_083,1066,19905,69,19,0,hospital_086,707,S_208,1065
31213,-37.760273,145.020924,388 Station St,THORNBURY,14280000.0,house,2015,3,1,2,SC_001,2024,20014,2051,23,1,hospital_039,933,S_105,1835
85757,-37.890809999999995,145.004848,6 Denver Crescent,ELSTERNWICK,15340000.0,house,2010,4,1,3,SC_015,3250,19953,658,19,0,hospital_116,709,S_193,436
25897,-37.608603,144.91906699999998,20 Eldergreen Circuit,CRAIGIEBURN,4238000.0,house,2015,3,2,1,SC_016,1811,40221,2268,46,0,hospital_104,4687,S_178,2092
90983,-37.957819,145.048,70 Tulip Grove,CHELTENHAM,8025000.0,house,2012,3,2,2,SC_079,1142,19866,1139,37,0,hospital_082,827,S_023,710
69167,-37.847640000000006,145.03939,44 Milton Parade,MALVERN,10875000.0,house,2012,2,1,2,SC_038,2848,19911,282,15,0,hospital_168,1380,S_235,1673
78957,-37.937332,145.17217,31 Charles Avenue,SPRINGVALE,5040000.0,house,2015,3,1,1,SC_073,3664,19913,2130,44,0,hospital_161,3598,S_067,1440
47751,-37.798282,145.035946,108 Pakington Street,KEW,9720000.0,house,2012,3,1,2,SC_083,2470,19931,2252,20,0,hospital_029,1446,S_039,943
70160,-37.872054,145.069386,5 Pitt Street,ASHBURTON,17880000.0,house,2016,2,1,2,SC_041,1699,19838,543,23,0,hospital_108,935,S_048,1711
9440,-37.852636,144.73436999999998,268C Sayers Road,TRUGANINA,6975000.0,house,2016,4,2,2,SC_053,2624,46468,2236,33,0,hospital_073,5540,S_007,1813
12492,-37.700268,144.74434499999998,18 Vine Court,HILLSIDE,4900000.0,house,2012,3,2,2,SC_048,3648,20000,2630,39,0,hospital_057,9115,S_163,981
73006,-37.852682,145.283224,15 Woodmason Road,BORONIA,5291000.0,house,2011,2,1,2,SC_049,5139,19869,871,53,1,hospital_049,1105,S_024,1009
26793,-37.608302,144.941016,4 Hexham Court,CRAIGIEBURN,5070000.0,house,2015,4,2,2,SC_110,1133,40221,750,46,0,hospital_104,5057,S_005,1206
66693,-37.78586,145.32929199999998,76 Taylor Road,MOOROOLBARK,7667000.0,house,2015,3,1,0,SC_084,3368,19877,1491,54,1,hospital_113,3478,S_224,2462
13710,-37.754336,144.900171,11 Aberdeen Crescent,ESSENDON,9540000.0,house,2010,3,1,1,SC_082,2315,20037,1423,21,0,hospital_184,1408,S_197,1419
14250,-37.760220000000004,144.892948,30 Allan Street,ABERFELDIE,14128000.0,house,2014,3,2,1,SC_085,1506,20037,2099,21,0,hospital_068,1890,S_049,1481
94282,-37.96119308,145.08432009999999,12 Baltusrol Circuit,HEATHERTON,4560000.0,house,2009,3,2,2,SC_003,1182,19866,2682,37,0,hospital_109,851,S_023,2509
55208,-37.839264,145.08320700000002,2 Amelia Street,CAMBERWELL,20100000.0,house,2014,3,2,2,SC_099,2767,19850,853,32,0,hospital_089,2239,S_160,1173
34859,-37.714515999999996,145.02277800000002,4 Clements Grove,RESERVOIR,5525000.0,house,2013,2,1,0,SC_047,2756,20009,1381,33,1,hospital_025,1817,S_225,1270
68212,-37.850181,145.020819,797 Malvern Road,TOORAK,21420000.0,house,2011,2,2,2,SC_038,1538,19946,611,23,0,hospital_132,1137,S_235,1322
82054,-37.988462,145.240711,29 Nigra Street,DOVETON,4480000.0,house,2013,3,1,1,SC_077,1977,19888,2724,54,0,hospital_119,1944,S_195,1923
